Job Title,Company Name,Required Qualifications,Required Skills,Programming Languages,LinkedIn Profile,Company Logo,Min Salary (LPA),Max Salary (LPA)
Software Engineer,Company_402,PhD in Artificial Intelligence,"Docker, Kubernetes, AWS","Java, R",https://www.linkedin.com/company/company_402,https://dummyimage.com/100x100/000/fff.png&text=Company_402,5,7
DevOps Engineer,Company_403,MCA,"JavaScript, SQL, Kubernetes","Ruby, Python",https://www.linkedin.com/company/company_403,https://dummyimage.com/100x100/000/fff.png&text=Company_403,6,7
DevOps Engineer,Company_404,BCA,"Machine Learning, Java, JavaScript","Java, C++",https://www.linkedin.com/company/company_404,https://dummyimage.com/100x100/000/fff.png&text=Company_404,3,5
Cloud Architect,Company_405,B.Sc in IT,"AWS, Node.js, HTML","Scala, Java",https://www.linkedin.com/company/company_405,https://dummyimage.com/100x100/000/fff.png&text=Company_405,6,9
Backend Developer,Company_406,B.Sc in IT,"CSS, AWS, HTML","Go, Java",https://www.linkedin.com/company/company_406,https://dummyimage.com/100x100/000/fff.png&text=Company_406,3,5
Machine Learning Engineer,Company_407,MCA,"CSS, React, Machine Learning","JavaScript, Ruby",https://www.linkedin.com/company/company_407,https://dummyimage.com/100x100/000/fff.png&text=Company_407,3,4
Data Scientist,Company_408,PhD in Artificial Intelligence,"Java, C++, AWS","SQL, Go",https://www.linkedin.com/company/company_408,https://dummyimage.com/100x100/000/fff.png&text=Company_408,6,9
Backend Developer,Company_409,B.E. in Electronics,"C++, React, JavaScript","SQL, JavaScript",https://www.linkedin.com/company/company_409,https://dummyimage.com/100x100/000/fff.png&text=Company_409,3,6
Software Engineer,Company_410,B.Sc in IT,"Machine Learning, Python, Docker","R, JavaScript",https://www.linkedin.com/company/company_410,https://dummyimage.com/100x100/000/fff.png&text=Company_410,4,5
Machine Learning Engineer,Company_411,M.Tech in AI,"Machine Learning, Node.js, React","Java, SQL",https://www.linkedin.com/company/company_411,https://dummyimage.com/100x100/000/fff.png&text=Company_411,6,7
Frontend Developer,Company_412,B.Sc in IT,"Docker, JavaScript, SQL","JavaScript, Python",https://www.linkedin.com/company/company_412,https://dummyimage.com/100x100/000/fff.png&text=Company_412,3,5
Data Analyst,Company_413,B.Sc in Data Science,"Machine Learning, Python, Node.js","Ruby, Python",https://www.linkedin.com/company/company_413,https://dummyimage.com/100x100/000/fff.png&text=Company_413,3,6
Cloud Architect,Company_414,PhD in Artificial Intelligence,"Machine Learning, React, AWS","C++, R",https://www.linkedin.com/company/company_414,https://dummyimage.com/100x100/000/fff.png&text=Company_414,4,5
Cloud Architect,Company_415,B.Sc in IT,"Kubernetes, C++, Node.js","Java, Go",https://www.linkedin.com/company/company_415,https://dummyimage.com/100x100/000/fff.png&text=Company_415,4,5
Backend Developer,Company_416,B.Sc in Data Science,"Java, Docker, Kubernetes","C++, Scala",https://www.linkedin.com/company/company_416,https://dummyimage.com/100x100/000/fff.png&text=Company_416,3,4
Frontend Developer,Company_417,B.Sc in IT,"AWS, Docker, HTML","Ruby, Python",https://www.linkedin.com/company/company_417,https://dummyimage.com/100x100/000/fff.png&text=Company_417,5,8
QA Engineer,Company_418,B.E. in Electronics,"Python, CSS, AWS","Scala, R",https://www.linkedin.com/company/company_418,https://dummyimage.com/100x100/000/fff.png&text=Company_418,6,9
DevOps Engineer,Company_419,BCA,"HTML, C++, Deep Learning","C++, Scala",https://www.linkedin.com/company/company_419,https://dummyimage.com/100x100/000/fff.png&text=Company_419,6,7
UI/UX Designer,Company_420,B.Sc in IT,"C++, SQL, AWS","Java, SQL",https://www.linkedin.com/company/company_420,https://dummyimage.com/100x100/000/fff.png&text=Company_420,3,5
Frontend Developer,Company_421,BCA,"Deep Learning, Python, C++","Python, Ruby",https://www.linkedin.com/company/company_421,https://dummyimage.com/100x100/000/fff.png&text=Company_421,6,8
UI/UX Designer,Company_422,B.Sc in Data Science,"Node.js, AWS, SQL","Scala, JavaScript",https://www.linkedin.com/company/company_422,https://dummyimage.com/100x100/000/fff.png&text=Company_422,5,7
Data Scientist,Company_423,PhD in Artificial Intelligence,"HTML, Deep Learning, Python","C++, R",https://www.linkedin.com/company/company_423,https://dummyimage.com/100x100/000/fff.png&text=Company_423,4,5
UI/UX Designer,Company_424,B.E. in Electronics,"CSS, HTML, Deep Learning","Scala, Java",https://www.linkedin.com/company/company_424,https://dummyimage.com/100x100/000/fff.png&text=Company_424,6,8
Machine Learning Engineer,Company_425,PhD in Artificial Intelligence,"SQL, C++, HTML","JavaScript, Java",https://www.linkedin.com/company/company_425,https://dummyimage.com/100x100/000/fff.png&text=Company_425,5,6
UI/UX Designer,Company_426,B.E. in Electronics,"Kubernetes, Docker, HTML","Go, R",https://www.linkedin.com/company/company_426,https://dummyimage.com/100x100/000/fff.png&text=Company_426,5,6
Data Scientist,Company_427,BCA,"AWS, Deep Learning, C++","Scala, Java",https://www.linkedin.com/company/company_427,https://dummyimage.com/100x100/000/fff.png&text=Company_427,3,6
Software Engineer,Company_428,PhD in Artificial Intelligence,"Kubernetes, HTML, SQL","JavaScript, Java",https://www.linkedin.com/company/company_428,https://dummyimage.com/100x100/000/fff.png&text=Company_428,6,9
DevOps Engineer,Company_429,B.Tech in Computer Science,"Deep Learning, CSS, Machine Learning","Python, SQL",https://www.linkedin.com/company/company_429,https://dummyimage.com/100x100/000/fff.png&text=Company_429,6,9
Software Engineer,Company_430,M.Tech in AI,"CSS, Machine Learning, React","Java, C++",https://www.linkedin.com/company/company_430,https://dummyimage.com/100x100/000/fff.png&text=Company_430,4,6
Cloud Architect,Company_431,B.E. in Electronics,"Node.js, SQL, Deep Learning","Ruby, Java",https://www.linkedin.com/company/company_431,https://dummyimage.com/100x100/000/fff.png&text=Company_431,3,5
Frontend Developer,Company_432,MCA,"Java, Deep Learning, Machine Learning","Python, Scala",https://www.linkedin.com/company/company_432,https://dummyimage.com/100x100/000/fff.png&text=Company_432,6,8
Machine Learning Engineer,Company_433,MCA,"CSS, Python, Deep Learning","C++, Java",https://www.linkedin.com/company/company_433,https://dummyimage.com/100x100/000/fff.png&text=Company_433,4,5
Frontend Developer,Company_434,MCA,"Kubernetes, Docker, Python","Python, Java",https://www.linkedin.com/company/company_434,https://dummyimage.com/100x100/000/fff.png&text=Company_434,5,8
Data Analyst,Company_435,B.Sc in Data Science,"C++, Docker, Python","JavaScript, Java",https://www.linkedin.com/company/company_435,https://dummyimage.com/100x100/000/fff.png&text=Company_435,3,4
Machine Learning Engineer,Company_436,B.Sc in IT,"Docker, C++, CSS","Ruby, Scala",https://www.linkedin.com/company/company_436,https://dummyimage.com/100x100/000/fff.png&text=Company_436,4,5
UI/UX Designer,Company_437,BCA,"JavaScript, Python, Machine Learning","Go, Scala",https://www.linkedin.com/company/company_437,https://dummyimage.com/100x100/000/fff.png&text=Company_437,5,7
Machine Learning Engineer,Company_438,B.Sc in Data Science,"HTML, CSS, AWS","Ruby, Java",https://www.linkedin.com/company/company_438,https://dummyimage.com/100x100/000/fff.png&text=Company_438,3,4
Frontend Developer,Company_439,B.Sc in IT,"Node.js, JavaScript, Machine Learning","Python, Scala",https://www.linkedin.com/company/company_439,https://dummyimage.com/100x100/000/fff.png&text=Company_439,4,5
QA Engineer,Company_440,B.Tech in Computer Science,"Node.js, HTML, C++","Ruby, Java",https://www.linkedin.com/company/company_440,https://dummyimage.com/100x100/000/fff.png&text=Company_440,6,7
Cloud Architect,Company_441,MCA,"C++, Machine Learning, React","Ruby, SQL",https://www.linkedin.com/company/company_441,https://dummyimage.com/100x100/000/fff.png&text=Company_441,5,8
Machine Learning Engineer,Company_442,MCA,"Python, JavaScript, Node.js","Ruby, Java",https://www.linkedin.com/company/company_442,https://dummyimage.com/100x100/000/fff.png&text=Company_442,5,6
Machine Learning Engineer,Company_443,MCA,"SQL, Kubernetes, Node.js","R, JavaScript",https://www.linkedin.com/company/company_443,https://dummyimage.com/100x100/000/fff.png&text=Company_443,3,4
Data Scientist,Company_444,PhD in Artificial Intelligence,"AWS, JavaScript, React","JavaScript, R",https://www.linkedin.com/company/company_444,https://dummyimage.com/100x100/000/fff.png&text=Company_444,4,5
Data Analyst,Company_445,M.Tech in AI,"Kubernetes, Docker, React","Go, SQL",https://www.linkedin.com/company/company_445,https://dummyimage.com/100x100/000/fff.png&text=Company_445,3,4
Data Scientist,Company_446,MCA,"Java, Python, Docker","Go, R",https://www.linkedin.com/company/company_446,https://dummyimage.com/100x100/000/fff.png&text=Company_446,3,4
Software Engineer,Company_447,B.E. in Electronics,"Docker, Java, Deep Learning","Ruby, C++",https://www.linkedin.com/company/company_447,https://dummyimage.com/100x100/000/fff.png&text=Company_447,6,8
Data Scientist,Company_448,BCA,"SQL, React, HTML","Java, Go",https://www.linkedin.com/company/company_448,https://dummyimage.com/100x100/000/fff.png&text=Company_448,4,7
Software Engineer,Company_449,BCA,"Docker, Kubernetes, Machine Learning","R, Java",https://www.linkedin.com/company/company_449,https://dummyimage.com/100x100/000/fff.png&text=Company_449,6,7
Data Analyst,Company_450,B.Sc in IT,"Node.js, HTML, Kubernetes","C++, SQL",https://www.linkedin.com/company/company_450,https://dummyimage.com/100x100/000/fff.png&text=Company_450,4,6
Frontend Developer,Company_451,PhD in Artificial Intelligence,"Kubernetes, React, Java","Go, Scala",https://www.linkedin.com/company/company_451,https://dummyimage.com/100x100/000/fff.png&text=Company_451,3,5
QA Engineer,Company_452,MCA,"C++, Docker, Python","R, Java",https://www.linkedin.com/company/company_452,https://dummyimage.com/100x100/000/fff.png&text=Company_452,3,5
Data Scientist,Company_453,B.E. in Electronics,"CSS, React, Kubernetes","Java, Ruby",https://www.linkedin.com/company/company_453,https://dummyimage.com/100x100/000/fff.png&text=Company_453,3,5
Software Engineer,Company_454,B.Sc in Data Science,"Deep Learning, Kubernetes, C++","JavaScript, C++",https://www.linkedin.com/company/company_454,https://dummyimage.com/100x100/000/fff.png&text=Company_454,5,8
Data Scientist,Company_455,B.Tech in Computer Science,"HTML, SQL, Machine Learning","Python, Ruby",https://www.linkedin.com/company/company_455,https://dummyimage.com/100x100/000/fff.png&text=Company_455,5,8
Software Engineer,Company_456,B.Tech in Computer Science,"Kubernetes, Docker, SQL","Scala, Go",https://www.linkedin.com/company/company_456,https://dummyimage.com/100x100/000/fff.png&text=Company_456,5,6
QA Engineer,Company_457,M.Tech in AI,"C++, Deep Learning, Python","R, Go",https://www.linkedin.com/company/company_457,https://dummyimage.com/100x100/000/fff.png&text=Company_457,5,7
DevOps Engineer,Company_458,PhD in Artificial Intelligence,"Python, React, CSS","Java, Python",https://www.linkedin.com/company/company_458,https://dummyimage.com/100x100/000/fff.png&text=Company_458,5,8
Software Engineer,Company_459,BCA,"AWS, React, JavaScript","Go, R",https://www.linkedin.com/company/company_459,https://dummyimage.com/100x100/000/fff.png&text=Company_459,5,8
Data Scientist,Company_460,M.Tech in AI,"SQL, React, Python","SQL, C++",https://www.linkedin.com/company/company_460,https://dummyimage.com/100x100/000/fff.png&text=Company_460,3,6
Machine Learning Engineer,Company_461,B.E. in Electronics,"AWS, C++, Docker","C++, Python",https://www.linkedin.com/company/company_461,https://dummyimage.com/100x100/000/fff.png&text=Company_461,5,7
Frontend Developer,Company_462,B.Sc in Data Science,"Deep Learning, Docker, HTML","Java, R",https://www.linkedin.com/company/company_462,https://dummyimage.com/100x100/000/fff.png&text=Company_462,6,7
UI/UX Designer,Company_463,MCA,"Node.js, React, Python","Ruby, Go",https://www.linkedin.com/company/company_463,https://dummyimage.com/100x100/000/fff.png&text=Company_463,3,4
Machine Learning Engineer,Company_464,B.Tech in Computer Science,"AWS, Node.js, JavaScript","JavaScript, Scala",https://www.linkedin.com/company/company_464,https://dummyimage.com/100x100/000/fff.png&text=Company_464,4,5
Backend Developer,Company_465,B.Sc in Data Science,"Java, SQL, Docker","Ruby, C++",https://www.linkedin.com/company/company_465,https://dummyimage.com/100x100/000/fff.png&text=Company_465,5,7
Backend Developer,Company_466,BCA,"React, Machine Learning, Docker","R, Java",https://www.linkedin.com/company/company_466,https://dummyimage.com/100x100/000/fff.png&text=Company_466,6,7
Data Analyst,Company_467,B.E. in Electronics,"Java, Deep Learning, JavaScript","Go, JavaScript",https://www.linkedin.com/company/company_467,https://dummyimage.com/100x100/000/fff.png&text=Company_467,4,5
Cloud Architect,Company_468,BCA,"Deep Learning, React, HTML","C++, R",https://www.linkedin.com/company/company_468,https://dummyimage.com/100x100/000/fff.png&text=Company_468,3,5
Data Analyst,Company_469,B.E. in Electronics,"Deep Learning, C++, Kubernetes","JavaScript, Java",https://www.linkedin.com/company/company_469,https://dummyimage.com/100x100/000/fff.png&text=Company_469,5,8
Backend Developer,Company_470,M.Tech in AI,"Machine Learning, Deep Learning, JavaScript","Go, JavaScript",https://www.linkedin.com/company/company_470,https://dummyimage.com/100x100/000/fff.png&text=Company_470,6,8
Backend Developer,Company_471,PhD in Artificial Intelligence,"JavaScript, React, Java","Scala, Java",https://www.linkedin.com/company/company_471,https://dummyimage.com/100x100/000/fff.png&text=Company_471,4,7
Data Analyst,Company_472,M.Tech in AI,"Python, SQL, Node.js","Scala, SQL",https://www.linkedin.com/company/company_472,https://dummyimage.com/100x100/000/fff.png&text=Company_472,3,6
Data Analyst,Company_473,B.Sc in IT,"Python, Kubernetes, Docker","SQL, Scala",https://www.linkedin.com/company/company_473,https://dummyimage.com/100x100/000/fff.png&text=Company_473,3,5
Backend Developer,Company_474,MCA,"Python, Kubernetes, CSS","R, Java",https://www.linkedin.com/company/company_474,https://dummyimage.com/100x100/000/fff.png&text=Company_474,4,7
Data Analyst,Company_475,M.Tech in AI,"Node.js, Docker, Java","Java, SQL",https://www.linkedin.com/company/company_475,https://dummyimage.com/100x100/000/fff.png&text=Company_475,6,8
UI/UX Designer,Company_476,B.Sc in Data Science,"Machine Learning, C++, Python","SQL, Scala",https://www.linkedin.com/company/company_476,https://dummyimage.com/100x100/000/fff.png&text=Company_476,4,7
DevOps Engineer,Company_477,MCA,"Java, Python, Node.js","Python, SQL",https://www.linkedin.com/company/company_477,https://dummyimage.com/100x100/000/fff.png&text=Company_477,3,4
Data Analyst,Company_478,B.Sc in IT,"JavaScript, Java, HTML","Ruby, Go",https://www.linkedin.com/company/company_478,https://dummyimage.com/100x100/000/fff.png&text=Company_478,4,7
QA Engineer,Company_479,B.Sc in Data Science,"Java, Kubernetes, JavaScript","Python, C++",https://www.linkedin.com/company/company_479,https://dummyimage.com/100x100/000/fff.png&text=Company_479,6,7
Frontend Developer,Company_480,M.Tech in AI,"SQL, C++, CSS","JavaScript, Java",https://www.linkedin.com/company/company_480,https://dummyimage.com/100x100/000/fff.png&text=Company_480,5,7
UI/UX Designer,Company_481,B.Tech in Computer Science,"Kubernetes, Python, JavaScript","Java, Scala",https://www.linkedin.com/company/company_481,https://dummyimage.com/100x100/000/fff.png&text=Company_481,6,9
Backend Developer,Company_482,BCA,"Python, Machine Learning, Java","Go, Java",https://www.linkedin.com/company/company_482,https://dummyimage.com/100x100/000/fff.png&text=Company_482,4,5
DevOps Engineer,Company_483,M.Tech in AI,"SQL, CSS, JavaScript","Scala, C++",https://www.linkedin.com/company/company_483,https://dummyimage.com/100x100/000/fff.png&text=Company_483,6,7
